,unit,currencyCD,exchangeCD,ticker,dataDate,barTime,closePrice,highPrice,lowPrice,openPrice,shortNM,totalValue,totalVolume,vwap,ret,label,dealPrice,predict,adj_vol
1446,1,CNY,XSHE,002415,2019-12-03,09:30,30.91,30.91,30.91,30.91,海康威视,4727684.5,152950,30.91,-0.005469755469755477,0,30.91,-1,1000
1447,1,CNY,XSHE,002415,2019-12-03,09:31,30.74,30.88,30.74,30.88,海康威视,11287014.58,366098,30.830582466989714,-0.0025693152057678637,0,30.830582466989714,-1,1000
1448,1,CNY,XSHE,002415,2019-12-03,09:32,30.75,30.77,30.7,30.73,海康威视,8777101.9,285727,30.718489677209366,-0.0036357662039102623,0,30.718489677209366,-1,1000
1449,1,CNY,XSHE,002415,2019-12-03,09:33,30.86,30.86,30.75,30.77,海康威视,6050871.0,196600,30.777573753814853,0.0019234043478810747,1,30.777573753814853,-1,1000
1450,1,CNY,XSHE,002415,2019-12-03,09:34,30.72,30.86,30.72,30.86,海康威视,8830930.0,286900,30.780515859184383,9.559250488888615e-05,1,30.780515859184383,-1,1000
1451,1,CNY,XSHE,002415,2019-12-03,09:35,30.72,30.76,30.69,30.75,海康威视,12361665.0,402600,30.704582712369596,-0.0024669224896090025,0,30.704582712369596,-1,1000
1452,1,CNY,XSHE,002415,2019-12-03,09:36,30.82,30.82,30.71,30.71,海康威视,8754749.0,284600,30.761591707659875,0.0018566933745467473,1,30.761591707659875,-1,1000
1453,1,CNY,XSHE,002415,2019-12-03,09:37,30.76,30.82,30.74,30.81,海康威视,8286937.0,269500,30.749302411873842,-0.00039950129703381076,0,30.749302411873842,-1,1000
1454,1,CNY,XSHE,002415,2019-12-03,09:38,30.77,30.8,30.74,30.76,海康威视,4741452.0,154100,30.768669695003243,0.0006298446341963526,1,30.768669695003243,-1,1000
1455,1,CNY,XSHE,002415,2019-12-03,09:39,30.69,30.77,30.68,30.77,海康威视,5333874.0,173700,30.707392055267704,-0.0019915596073200037,0,30.707392055267704,-1,1000
1456,1,CNY,XSHE,002415,2019-12-03,09:40,30.59,30.68,30.58,30.68,海康威视,10841898.0,354100,30.61818130471618,-0.002905188118579427,0,30.61818130471618,-1,1000
1457,1,CNY,XSHE,002415,2019-12-03,09:41,30.6,30.6,30.57,30.59,海康威视,16604208.0,542900,30.58428439860011,-0.001107084244446943,0,30.58428439860011,-1,1000
1458,1,CNY,XSHE,002415,2019-12-03,09:42,30.69,30.7,30.6,30.6,海康威视,15623110.88,509452,30.666502202366466,0.00268823696166387,1,30.666502202366466,-1,1000
1459,1,CNY,XSHE,002415,2019-12-03,09:43,30.76,30.76,30.68,30.69,海康威视,6445727.12,209948,30.701540952997885,0.0011425740829587028,1,30.701540952997885,-1,1000
1460,1,CNY,XSHE,002415,2019-12-03,09:44,30.79,30.8,30.77,30.77,海康威视,5897699.0,191600,30.781310020876827,0.00259821055891174,1,30.781310020876827,-1,1000
1461,1,CNY,XSHE,002415,2019-12-03,09:45,30.8,30.8,30.75,30.79,海康威视,5094453.31,165503,30.781637251288494,1.0630814979872838e-05,1,30.781637251288494,-1,1000
1462,1,CNY,XSHE,002415,2019-12-03,09:46,30.88,30.91,30.79,30.79,海康威视,7682646.0,248900,30.86639614302933,0.002753553719345714,1,30.86639614302933,-1,1000
1463,1,CNY,XSHE,002415,2019-12-03,09:47,30.83,30.89,30.81,30.87,海康威视,5500798.6,178300,30.851366236679752,-0.0004869342789463049,0,30.851366236679752,-1,1000
1464,1,CNY,XSHE,002415,2019-12-03,09:48,30.87,30.87,30.84,30.84,海康威视,3985593.0,129200,30.848243034055727,-0.00010123385136540097,0,30.848243034055727,-1,1000
1465,1,CNY,XSHE,002415,2019-12-03,09:49,30.84,30.87,30.79,30.87,海康威视,8413813.88,272900,30.83112451447417,-0.000554926890411922,0,30.83112451447417,-1,1000
1466,1,CNY,XSHE,002415,2019-12-03,09:50,30.8,30.84,30.78,30.84,海康威视,4636732.0,150500,30.80885049833887,-0.0007224522778869202,0,30.80885049833887,-1,1000
1467,1,CNY,XSHE,002415,2019-12-03,09:51,30.74,30.8,30.74,30.78,海康威视,2114423.0,68700,30.777627365356622,-0.0010134468659884766,0,30.777627365356622,-1,1000
1468,1,CNY,XSHE,002415,2019-12-03,09:52,30.74,30.75,30.7,30.75,海康威视,4672289.0,152100,30.71853385930309,-0.0019200149950495682,0,30.71853385930309,-1,1000
1469,1,CNY,XSHE,002415,2019-12-03,09:53,30.79,30.8,30.73,30.74,海康威视,2848854.0,92600,30.765161987041036,0.001517915143721238,1,30.765161987041036,-1,1000
1470,1,CNY,XSHE,002415,2019-12-03,09:54,30.82,30.82,30.76,30.8,海康威视,4088392.0,132800,30.786084337349397,0.0006800663138770702,1,30.786084337349397,-1,1000
1471,1,CNY,XSHE,002415,2019-12-03,09:55,30.94,30.95,30.8,30.8,海康威视,8003899.84,258941,30.910129488956944,0.004029260436250182,1,30.910129488956944,-1,1000
1472,1,CNY,XSHE,002415,2019-12-03,09:56,30.89,30.95,30.88,30.94,海康威视,7847933.0,253800,30.92172182821119,0.00037503366844160446,1,30.92172182821119,-1,1000
1473,1,CNY,XSHE,002415,2019-12-03,09:57,30.9,30.93,30.88,30.89,海康威视,5474060.0,177100,30.909429700734048,-0.0003975240300470029,0,30.909429700734048,-1,1000
1474,1,CNY,XSHE,002415,2019-12-03,09:58,30.98,30.98,30.89,30.89,海康威视,10155878.0,328100,30.953605608046328,0.0014292048653110623,1,30.953605608046328,-1,1000
1475,1,CNY,XSHE,002415,2019-12-03,09:59,30.96,30.99,30.94,30.98,海康威视,3752555.0,121200,30.96167491749175,0.00026069045227239407,1,30.96167491749175,-1,1000
1476,1,CNY,XSHE,002415,2019-12-03,10:00,30.97,30.99,30.96,30.97,海康威视,3335767.2,107695,30.974206787687454,0.00040475427214770043,1,30.974206787687454,0,700
1477,1,CNY,XSHE,002415,2019-12-03,10:01,30.9,30.97,30.89,30.97,海康威视,4867769.39,157405,30.925125567802798,-0.0015845835930871077,0,30.925125567802798,2,1300
1478,1,CNY,XSHE,002415,2019-12-03,10:02,30.86,30.9,30.86,30.9,海康威视,3831719.0,124100,30.876059629331184,-0.001586604340992448,0,30.876059629331184,0,700
1479,1,CNY,XSHE,002415,2019-12-03,10:03,30.93,30.96,30.85,30.86,海康威视,3481473.0,112700,30.89150842945874,0.0005003488240733489,1,30.89150842945874,0,700
1480,1,CNY,XSHE,002415,2019-12-03,10:04,30.97,30.98,30.93,30.93,海康威视,2288196.0,73900,30.9634100135318,0.002327551736013511,1,30.9634100135318,2,1300
1481,1,CNY,XSHE,002415,2019-12-03,10:05,30.9,30.97,30.9,30.97,海康威视,2115860.0,68400,30.93362573099415,-0.0009619186815867931,0,30.93362573099415,2,1300
1482,1,CNY,XSHE,002415,2019-12-03,10:06,30.97,30.97,30.89,30.9,海康威视,6991560.0,226400,30.881448763250884,-0.0016867394788121493,0,30.881448763250884,2,1300
1483,1,CNY,XSHE,002415,2019-12-03,10:07,30.95,30.97,30.9,30.9,海康威视,3679784.0,119000,30.92255462184874,0.001331085821555389,1,30.92255462184874,2,1300
1484,1,CNY,XSHE,002415,2019-12-03,10:08,30.93,30.97,30.93,30.95,海康威视,1705394.0,55100,30.950889292196006,0.0009163107865366449,1,30.950889292196006,0,700
1485,1,CNY,XSHE,002415,2019-12-03,10:09,30.85,30.93,30.8,30.93,海康威视,3955731.0,128100,30.88002341920375,-0.002289623161494281,0,30.88002341920375,2,1300
1486,1,CNY,XSHE,002415,2019-12-03,10:10,30.85,30.87,30.83,30.87,海康威视,2113541.0,68500,30.85461313868613,-0.000822871154359861,0,30.85461313868613,0,700
1487,1,CNY,XSHE,002415,2019-12-03,10:11,30.84,30.88,30.83,30.86,海康威视,2745262.0,89000,30.845640449438203,-0.00029080543669746106,0,30.845640449438203,1,1000
1488,1,CNY,XSHE,002415,2019-12-03,10:12,30.85,30.9,30.84,30.9,海康威视,4536846.06,147000,30.862898367346936,0.0005594929350558608,1,30.862898367346936,0,700
1489,1,CNY,XSHE,002415,2019-12-03,10:13,30.87,30.89,30.85,30.88,海康威视,2660983.0,86200,30.869872389791183,0.000225967838834773,1,30.869872389791183,0,700
1490,1,CNY,XSHE,002415,2019-12-03,10:14,30.89,30.89,30.86,30.88,海康威视,2337351.0,75700,30.876499339498018,0.00021467369942951287,1,30.876499339498018,2,1300
1491,1,CNY,XSHE,002415,2019-12-03,10:15,30.89,30.89,30.87,30.88,海康威视,1945700.0,63000,30.884126984126983,0.0002470372222282968,1,30.884126984126983,2,1300
1492,1,CNY,XSHE,002415,2019-12-03,10:16,30.9,30.9,30.87,30.89,海康威视,3347669.0,108400,30.882555350553506,-5.088806862774131e-05,0,30.882555350553506,1,1000
1493,1,CNY,XSHE,002415,2019-12-03,10:17,30.91,30.92,30.9,30.9,海康威视,1941154.0,62800,30.910095541401272,0.0008917717635459343,1,30.910095541401272,2,800
1494,1,CNY,XSHE,002415,2019-12-03,10:18,30.89,30.92,30.88,30.92,海康威视,3809946.0,123300,30.899805352798055,-0.0003329070461601802,0,30.899805352798055,2,0
1495,1,CNY,XSHE,002415,2019-12-03,10:19,30.88,30.93,30.88,30.9,海康威视,5018764.0,162500,30.884701538461538,-0.0004887996595469568,0,30.884701538461538,0,0
1496,1,CNY,XSHE,002415,2019-12-03,10:20,30.85,30.87,30.83,30.87,海康威视,3250514.0,105400,30.83979127134725,-0.0014541266347793957,0,30.83979127134725,0,0
1497,1,CNY,XSHE,002415,2019-12-03,10:21,30.89,30.91,30.86,30.86,海康威视,3121971.0,101100,30.880029673590503,0.0013047559851884216,1,30.880029673590503,0,0
1498,1,CNY,XSHE,002415,2019-12-03,10:22,30.9,30.91,30.88,30.88,海康威视,2722079.0,88100,30.89760499432463,0.0005691484405909719,1,30.89760499432463,2,0
1499,1,CNY,XSHE,002415,2019-12-03,10:23,30.88,30.9,30.81,30.9,海康威视,7073753.98,229400,30.835893548387098,-0.001997288979157741,0,30.835893548387098,2,0
1500,1,CNY,XSHE,002415,2019-12-03,10:24,30.86,30.88,30.86,30.87,海康威视,2775406.0,89900,30.8721468298109,0.0011756844784445164,1,30.8721468298109,0,0
1501,1,CNY,XSHE,002415,2019-12-03,10:25,30.86,30.88,30.86,30.87,海康威视,2713649.0,87900,30.872002275312855,-4.6823597608103285e-06,0,30.872002275312855,0,0
1502,1,CNY,XSHE,002415,2019-12-03,10:26,30.86,30.88,30.82,30.88,海康威视,3023426.0,98000,30.851285714285716,-0.0006710468871565789,0,30.851285714285716,1,0
1503,1,CNY,XSHE,002415,2019-12-03,10:27,30.87,30.88,30.85,30.85,海康威视,4495031.0,145600,30.87246565934066,0.0006865174194388146,1,30.87246565934066,1,0
1504,1,CNY,XSHE,002415,2019-12-03,10:28,30.87,30.88,30.86,30.88,海康威视,2028005.0,65700,30.86765601217656,-0.00015579083372119218,0,30.86765601217656,0,0
1505,1,CNY,XSHE,002415,2019-12-03,10:29,30.84,30.88,30.84,30.88,海康威视,2926267.0,94800,30.86779535864979,4.514319881465667e-06,1,30.86779535864979,1,0
1506,1,CNY,XSHE,002415,2019-12-03,10:30,30.88,30.88,30.85,30.85,海康威视,2277857.0,73800,30.865271002710028,-8.177959943145297e-05,0,30.865271002710028,0,0
1507,1,CNY,XSHE,002415,2019-12-03,10:31,30.88,30.89,30.87,30.89,海康威视,2078048.0,67300,30.87738484398217,0.0003924748067523076,1,30.87738484398217,2,0
1508,1,CNY,XSHE,002415,2019-12-03,10:32,30.85,30.88,30.85,30.87,海康威视,1524686.0,49400,30.864089068825912,-0.00043059913342535783,0,30.864089068825912,1,0
1509,1,CNY,XSHE,002415,2019-12-03,10:33,30.82,30.86,30.79,30.86,海康威视,4936415.0,160200,30.814076154806493,-0.0016204241086750226,0,30.814076154806493,2,0
1510,1,CNY,XSHE,002415,2019-12-03,10:34,30.81,30.83,30.8,30.83,海康威视,1913206.0,62100,30.808470209339774,-0.00018192807204586714,0,30.808470209339774,0,0
1511,1,CNY,XSHE,002415,2019-12-03,10:35,30.87,30.87,30.8,30.8,海康威视,2444944.0,79300,30.831576292559898,0.0007499912544544074,1,30.831576292559898,0,0
1512,1,CNY,XSHE,002415,2019-12-03,10:36,30.87,30.88,30.85,30.85,海康威视,2562147.0,83000,30.86924096385542,0.0012216265213988997,1,30.86924096385542,2,0
1513,1,CNY,XSHE,002415,2019-12-03,10:37,30.85,30.87,30.83,30.87,海康威视,1703080.0,55200,30.85289855072464,-0.0005294076763959765,0,30.85289855072464,1,0
1514,1,CNY,XSHE,002415,2019-12-03,10:38,30.83,30.86,30.81,30.85,海康威视,1853369.0,60100,30.83808652246256,-0.0004800854687194711,0,30.83808652246256,0,0
1515,1,CNY,XSHE,002415,2019-12-03,10:39,30.85,30.85,30.83,30.84,海康威视,1612901.0,52300,30.83940726577438,4.282831591573277e-05,1,30.83940726577438,0,0
1516,1,CNY,XSHE,002415,2019-12-03,10:40,30.82,30.85,30.8,30.85,海康威视,2385656.0,77400,30.822428940568475,-0.0005505399328717964,0,30.822428940568475,2,0
1517,1,CNY,XSHE,002415,2019-12-03,10:41,30.8,30.83,30.8,30.82,海康威视,2150800.0,69800,30.813753581661892,-0.00028146253247307573,0,30.813753581661892,0,0
1518,1,CNY,XSHE,002415,2019-12-03,10:42,30.75,30.8,30.75,30.8,海康威视,6213011.0,201900,30.7727142149579,-0.0013318522391382315,0,30.7727142149579,0,0
1519,1,CNY,XSHE,002415,2019-12-03,10:43,30.76,30.78,30.71,30.75,海康威视,4449260.0,144700,30.748168624740842,-0.0007976413794896775,0,30.748168624740842,0,0
1520,1,CNY,XSHE,002415,2019-12-03,10:44,30.73,30.76,30.73,30.76,海康威视,2736909.0,89000,30.751786516853933,0.00011766203565644062,1,30.751786516853933,2,0
1521,1,CNY,XSHE,002415,2019-12-03,10:45,30.71,30.73,30.7,30.72,海康威视,3982767.2,129676,30.71321755760511,-0.0012542022307446832,0,30.71321755760511,0,0
1522,1,CNY,XSHE,002415,2019-12-03,10:46,30.7,30.72,30.69,30.7,海康威视,4820777.28,157024,30.700894640309762,-0.00040122521426588786,0,30.700894640309762,0,0
1523,1,CNY,XSHE,002415,2019-12-03,10:47,30.71,30.72,30.68,30.69,海康威视,3754285.0,122300,30.697342600163534,-0.00011569826182078469,0,30.697342600163534,0,0
1524,1,CNY,XSHE,002415,2019-12-03,10:48,30.7,30.71,30.69,30.71,海康威视,2252942.0,73400,30.694032697547684,-0.00010782375070583772,0,30.694032697547684,2,0
1525,1,CNY,XSHE,002415,2019-12-03,10:49,30.71,30.72,30.69,30.69,海康威视,2508829.0,81700,30.70782129742962,0.00044922737972585836,1,30.70782129742962,0,0
1526,1,CNY,XSHE,002415,2019-12-03,10:50,30.75,30.76,30.72,30.75,海康威视,3027236.0,98500,30.73336040609137,0.0008316809067756559,1,30.73336040609137,2,0
1527,1,CNY,XSHE,002415,2019-12-03,10:51,30.74,30.76,30.73,30.75,海康威视,1964826.0,63900,30.748450704225352,0.0004910070989501136,1,30.748450704225352,2,0
1528,1,CNY,XSHE,002415,2019-12-03,10:52,30.76,30.76,30.74,30.76,海康威视,2598714.0,84500,30.754011834319527,0.00018085887148155955,1,30.754011834319527,0,0
1529,1,CNY,XSHE,002415,2019-12-03,10:53,30.75,30.8,30.75,30.77,海康威视,4230747.0,137500,30.769069090909092,0.0004896030043390898,1,30.769069090909092,2,0
1530,1,CNY,XSHE,002415,2019-12-03,10:54,30.73,30.75,30.73,30.75,海康威视,2133645.0,69400,30.744164265129683,-0.000809411090918144,0,30.744164265129683,0,0
1531,1,CNY,XSHE,002415,2019-12-03,10:55,30.73,30.74,30.72,30.73,海康威视,4064847.09,132300,30.724467800453514,-0.0006406570205100826,0,30.724467800453514,0,0
1532,1,CNY,XSHE,002415,2019-12-03,10:56,30.77,30.78,30.72,30.74,海康威视,2422934.0,78800,30.74789340101523,0.0007624412150555315,1,30.74789340101523,1,0
1533,1,CNY,XSHE,002415,2019-12-03,10:57,30.74,30.77,30.71,30.77,海康威视,3857661.0,125500,30.738334661354582,-0.0003108746194733225,0,30.738334661354582,2,0
1534,1,CNY,XSHE,002415,2019-12-03,10:58,30.73,30.75,30.73,30.74,海康威视,1770709.0,57600,30.741475694444443,0.00010218618296886639,1,30.741475694444443,0,0
1535,1,CNY,XSHE,002415,2019-12-03,10:59,30.72,30.73,30.71,30.73,海康威视,2195278.0,71460,30.720375034984606,-0.0006863905841595352,0,30.720375034984606,0,0
1536,1,CNY,XSHE,002415,2019-12-03,11:00,30.69,30.72,30.69,30.7,海康威视,3613255.8,117700,30.69885981308411,-0.0007003567461658644,0,30.69885981308411,0,0
1537,1,CNY,XSHE,002415,2019-12-03,11:01,30.67,30.69,30.67,30.69,海康威视,2945426.07,96001,30.681201966646178,-0.000575195513626392,0,30.681201966646178,0,0
1538,1,CNY,XSHE,002415,2019-12-03,11:02,30.67,30.69,30.6,30.68,海康威视,16914095.53,552109,30.63542802236515,-0.001491921481133307,0,30.63542802236515,2,0
1539,1,CNY,XSHE,002415,2019-12-03,11:03,30.7,30.7,30.65,30.65,海康威视,3071775.4,100160,30.66868410543131,0.001085543281519774,1,30.66868410543131,0,0
1540,1,CNY,XSHE,002415,2019-12-03,11:04,30.65,30.7,30.65,30.7,海康威视,5891729.6,192100,30.67011764705882,4.6742847608971516e-05,1,30.67011764705882,2,0
1541,1,CNY,XSHE,002415,2019-12-03,11:05,30.66,30.67,30.65,30.65,海康威视,2547917.0,83100,30.660854392298436,-0.00030202866734918565,0,30.660854392298436,0,0
1542,1,CNY,XSHE,002415,2019-12-03,11:06,30.67,30.67,30.66,30.67,海康威视,2830693.0,92300,30.66839653304442,0.00024598599404579424,1,30.66839653304442,2,0
1543,1,CNY,XSHE,002415,2019-12-03,11:07,30.67,30.69,30.65,30.68,海康威视,4113825.65,134121,30.67249461307327,0.00013362550677964435,1,30.67249461307327,2,0
1544,1,CNY,XSHE,002415,2019-12-03,11:08,30.67,30.68,30.65,30.66,海康威视,2772453.3,90402,30.668052697949157,-0.00014481753701955924,0,30.668052697949157,1,0
1545,1,CNY,XSHE,002415,2019-12-03,11:09,30.66,30.67,30.66,30.67,海康威视,2370355.0,77300,30.664359637774904,-0.00012042043264459679,0,30.664359637774904,1,0
1546,1,CNY,XSHE,002415,2019-12-03,11:10,30.63,30.68,30.63,30.66,海康威视,4165262.35,135900,30.649465415746874,-0.00048571769324290415,0,30.649465415746874,0,0
1547,1,CNY,XSHE,002415,2019-12-03,11:11,30.66,30.68,30.62,30.65,海康威视,4071255.0,132900,30.633972911963884,-0.0005054738662759739,0,30.633972911963884,0,0
1548,1,CNY,XSHE,002415,2019-12-03,11:12,30.67,30.67,30.64,30.66,海康威视,3629732.0,118400,30.65652027027027,0.0007360246211349786,1,30.65652027027027,2,0
1549,1,CNY,XSHE,002415,2019-12-03,11:13,30.68,30.7,30.66,30.67,海康威视,3365756.0,109700,30.681458523245215,0.0008134730476612173,1,30.681458523245215,2,0
1550,1,CNY,XSHE,002415,2019-12-03,11:14,30.68,30.7,30.67,30.69,海康威视,3239029.0,105600,30.672623106060605,-0.00028797252835666143,0,30.672623106060605,2,0
1551,1,CNY,XSHE,002415,2019-12-03,11:15,30.69,30.69,30.66,30.66,海康威视,2133233.65,69521,30.684737705153836,0.0003949645601335483,1,30.684737705153836,0,0
1552,1,CNY,XSHE,002415,2019-12-03,11:16,30.69,30.72,30.68,30.68,海康威视,1857181.0,60500,30.697206611570248,0.00040635532023203247,1,30.697206611570248,2,0
1553,1,CNY,XSHE,002415,2019-12-03,11:17,30.64,30.69,30.64,30.69,海康威视,2791464.79,91000,30.675437252747255,-0.0007091641626697509,0,30.675437252747255,1,0
1554,1,CNY,XSHE,002415,2019-12-03,11:18,30.66,30.67,30.65,30.65,海康威视,3031938.0,98900,30.656602628918098,-0.0006139969146640167,0,30.656602628918098,0,0
1555,1,CNY,XSHE,002415,2019-12-03,11:19,30.65,30.7,30.65,30.67,海康威视,5392859.0,175800,30.676103526734927,0.000636107596555302,1,30.676103526734927,2,0
1556,1,CNY,XSHE,002415,2019-12-03,11:20,30.7,30.71,30.63,30.71,海康威视,5598404.01,182581,30.66257721230577,-0.00044093978289549973,0,30.66257721230577,0,0
1557,1,CNY,XSHE,002415,2019-12-03,11:21,30.69,30.7,30.69,30.7,海康威视,3388498.04,110416,30.688469424721056,0.0008444238798326342,1,30.688469424721056,2,0
1558,1,CNY,XSHE,002415,2019-12-03,11:22,30.66,30.7,30.66,30.7,海康威视,2174530.8,70884,30.677315049940745,-0.0003634711990988526,0,30.677315049940745,0,0
1559,1,CNY,XSHE,002415,2019-12-03,11:23,30.65,30.67,30.64,30.66,海康威视,2823456.83,92100,30.656425950054288,-0.0006809298614448567,0,30.656425950054288,0,0
1560,1,CNY,XSHE,002415,2019-12-03,11:24,30.67,30.67,30.64,30.66,海康威视,6129230.92,200003,30.645694914576282,-0.0003500419616914163,0,30.645694914576282,0,0
1561,1,CNY,XSHE,002415,2019-12-03,11:25,30.68,30.7,30.65,30.66,海康威视,3291008.8,107300,30.671097856477164,0.0008289236700844693,1,30.671097856477164,2,0
1562,1,CNY,XSHE,002415,2019-12-03,11:26,30.66,30.74,30.66,30.68,海康威视,5544308.0,180600,30.69937984496124,0.0009221055149841728,1,30.69937984496124,0,0
